election_name,election_date,election_id,ocd_prop_id,calaccess_prop_id,ccdc_prop_id,prop_name,ccdc_committee_id,calaccess_committee_id,committee_name,committee_position
2003 SPECIAL ELECTION,2003-10-07 00:00:00+00:00,ocd-event/291fe00e-1e45-40ec-a105-86dde9c8b759,ocd-contest/f7fdca4b-108f-4ab3-bc12-677d8ca18ed5,1244577,148,"PROP 54 - CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN.",818,1256875,CALIFORNIANS TO STOP THE CON! NO ON THE RECALL & NO ON PROP. 54 (SPONSORED BY NEIGHBOR TO NEIGHBOR),OPPOSE
2003 SPECIAL ELECTION,2003-10-07 00:00:00+00:00,ocd-event/291fe00e-1e45-40ec-a105-86dde9c8b759,ocd-contest/f7fdca4b-108f-4ab3-bc12-677d8ca18ed5,1244577,148,"PROP 54 - CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN.",819,1257764,VAMOS ADELANTE - NO ON PROP. 54,OPPOSE
2003 SPECIAL ELECTION,2003-10-07 00:00:00+00:00,ocd-event/291fe00e-1e45-40ec-a105-86dde9c8b759,ocd-contest/f7fdca4b-108f-4ab3-bc12-677d8ca18ed5,1244577,148,"PROP 54 - CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN.",820,1257645,UNITED SACRAMENTO CITIZENS AGAINST THE INFORMATION BAN,OPPOSE
2003 SPECIAL ELECTION,2003-10-07 00:00:00+00:00,ocd-event/291fe00e-1e45-40ec-a105-86dde9c8b759,ocd-contest/f7fdca4b-108f-4ab3-bc12-677d8ca18ed5,1244577,148,"PROP 54 - CLASSIFICATION BY RACE, ETHNICITY, COLOR OR NATIONAL ORIGIN.",821,1257912,NAACP NATIONAL VOTER FUND - NO ON PROP. 54,OPPOSE
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/3836d3d0-7df0-482b-9f47-03f43f77c33a,1255049,165,PROP 55 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004.,866,1220380,"COMMUNITY COLLEGE FACILITY COALITION ISSUES COMMITTEE, YES ON 55",SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/3836d3d0-7df0-482b-9f47-03f43f77c33a,1255049,165,PROP 55 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004.,867,1245448,"YES ON 55 -- CALIFORNIANS FOR ACCOUNTABILITY AND BETTER SCHOOLS, A COALITION OF TAXPAYERS, PARENTS, SENIORS, EDUCATORS, BUILDERS, LABOR AND BUSINESS",SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/3836d3d0-7df0-482b-9f47-03f43f77c33a,1255049,165,PROP 55 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004.,868,900868,CALIFORNIA BUILDING INDUSTRY ASSOCIATION ISSUES PAC,SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/3836d3d0-7df0-482b-9f47-03f43f77c33a,1255049,165,PROP 55 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004.,869,980478,"COALITION FOR ADEQUATE SCHOOL HOUSING ISSUES COMMITTEE, YES ON 55",SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/3836d3d0-7df0-482b-9f47-03f43f77c33a,1255049,165,PROP 55 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2004.,870,1224009,"CALIFORNIANS FOR HIGHER EDUCATION, YES ON 55",SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/99a34e3a-e062-4905-9940-e8b7edf0b87c,1260878,166,"PROP 56 - STATE BUDGET, RELATED TAXES, AND RESERVE. VOTING REQUIREMENTS. PENALTIES. INITIATIVE CONSTITUTIONAL AMENDMENT.",871,1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/99a34e3a-e062-4905-9940-e8b7edf0b87c,1260878,166,"PROP 56 - STATE BUDGET, RELATED TAXES, AND RESERVE. VOTING REQUIREMENTS. PENALTIES. INITIATIVE CONSTITUTIONAL AMENDMENT.",872,1254104,"CALIFORNIANS AGAINST HIGHER TAXES - NO ON 56, A COALITION OF TAXPAYERS, CONSUMERS, BUSINESSES, RETAILERS",OPPOSE
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/500607b3-a41e-4fd8-abaa-bf7595b57997,1261013,167,"PROP 57 - ABX5 9 (CHAPTER 2, STATUTES 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. ECONOMIC RECOVERY BONDS.",873,1260631,NO ON 57/CALIFORNIANS AGAINST MORTGAGING OUR CHILDREN'S FUTURE: SUPPORTED BY STATE TREASURER PHIL ANGELIDES AND STEVE BING,OPPOSE
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/500607b3-a41e-4fd8-abaa-bf7595b57997,1261013,167,"PROP 57 - ABX5 9 (CHAPTER 2, STATUTES 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. ECONOMIC RECOVERY BONDS.",874,1261936,CALIFORNIANS FOR A BALANCED BUDGET - YES ON 57 & 58,SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/500607b3-a41e-4fd8-abaa-bf7595b57997,1261013,167,"PROP 57 - ABX5 9 (CHAPTER 2, STATUTES 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. ECONOMIC RECOVERY BONDS.",875,1263036,DEMOCRATS FOR 57/58,SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/ab7e88fc-1aa7-4d4d-8a25-593e371cbf80,1261015,168,"PROP 58 - ABX5 5 (RESOLUTION CHAPTER 1, STATUTES OF 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. STATE FINANCE.",876,1261936,CALIFORNIANS FOR A BALANCED BUDGET - YES ON 57 & 58,SUPPORT
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/ab7e88fc-1aa7-4d4d-8a25-593e371cbf80,1261015,168,"PROP 58 - ABX5 5 (RESOLUTION CHAPTER 1, STATUTES OF 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. STATE FINANCE.",877,1260631,NO ON 57/CALIFORNIANS AGAINST MORTGAGING OUR CHILDREN'S FUTURE: SUPPORTED BY STATE TREASURER PHIL ANGELIDES AND STEVE BING,OPPOSE
2004 PRIMARY,2004-03-02 00:00:00+00:00,ocd-event/0bbce3dc-5789-4879-b66b-61bf3d3bd844,ocd-contest/ab7e88fc-1aa7-4d4d-8a25-593e371cbf80,1261015,168,"PROP 58 - ABX5 5 (RESOLUTION CHAPTER 1, STATUTES OF 2003, 5TH EXTRAORDINARY SESSION). OROPEZA. STATE FINANCE.",878,1263036,DEMOCRATS FOR 57/58,SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/d93428be-0548-4dcf-8e18-27382ab245a7,1267682,149,"PROP 1A - SCA 4 (RESOLUTION CHAPTER 133, STATUTES OF 2004). TORLAKSON. PROTECTION OF LOCAL GOVERNMENT REVENUES.",822,1260376,"YES ON 1A CALIFORNIANS TO PROTECT LOCAL TAXPAYERS AND PUBLIC SAFETY, SPONSORED BY A COALITION OF LOCAL GOVERNMENT ORGANIZATIONS",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/1c41a525-ac9c-48b0-be1f-29eb24e3cecc,1266469,151,"PROP 60 - SCA 18 (RESOLUTION CHAPTER 103, 2004). JOHNSON. ELECTION RIGHTS OF POLITICAL PARTIES. SURPLUS PROPERTY. LEGISLATIVE CONSTITUTIONAL AMENDMENT.",823,1260238,"CALIFORNIANS FOR AN OPEN PRIMARY PAC, YES ON 62, NO ON 60, MAJOR FUNDING BY AGRICULTURE, TECHNOLOGY, LAND, FINANCIAL INSTITUTIONS, INSURANCE, EDUCATOR, TRUSTS, BUSINESSPERSONS/PHILANTHROPISTS, STEVEN",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/1c41a525-ac9c-48b0-be1f-29eb24e3cecc,1266469,151,"PROP 60 - SCA 18 (RESOLUTION CHAPTER 103, 2004). JOHNSON. ELECTION RIGHTS OF POLITICAL PARTIES. SURPLUS PROPERTY. LEGISLATIVE CONSTITUTIONAL AMENDMENT.",824,1266931,"COMMITTEE TO PRESERVE VOTER CHOICE, YES ON 60 & NO ON 62",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/6784df8b-c78c-4ac9-924e-9cb77dbdbf05,1260985,153,PROP 61 - CHILDREN'S HOSPITAL PROJECTS. GRANT PROGRAM. BOND ACT. INITIATIVE STATUTE.,825,1257432,"YES ON CHILDREN'S HOSPITALS, YES ON 61, SPONSORED BY CALIFORNIA CHILDREN'S HOSPITAL ASSOCIATION",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/b045d2dd-2c14-4a34-b616-4a52cf57f4cb,1260856,154,PROP 62 - ELECTIONS. PRIMARIES. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,826,1267433,"COMMITTEE FOR AN INDEPENDENT VOICE & INDEPENDENT VOTERS FOR AN OPEN PRIMARY, YES ON 62",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/b045d2dd-2c14-4a34-b616-4a52cf57f4cb,1260856,154,PROP 62 - ELECTIONS. PRIMARIES. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,827,1260238,"CALIFORNIANS FOR AN OPEN PRIMARY PAC, YES ON 62, NO ON 60, MAJOR FUNDING BY AGRICULTURE, TECHNOLOGY, LAND, FINANCIAL INSTITUTIONS, INSURANCE, EDUCATOR, TRUSTS, BUSINESSPERSONS/PHILANTHROPISTS, STEVEN",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/b045d2dd-2c14-4a34-b616-4a52cf57f4cb,1260856,154,PROP 62 - ELECTIONS. PRIMARIES. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,828,1267905,NO ON 62,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/b045d2dd-2c14-4a34-b616-4a52cf57f4cb,1260856,154,PROP 62 - ELECTIONS. PRIMARIES. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,829,1266426,"CALIFORNIANS FOR ELECTION ACCOUTABILITY, NO ON 62",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/bf1ee053-5959-4a7a-a231-59e60163d37e,1260927,155,PROP 63 - MENTAL HEALTH SERVICES EXPANSION AND FUNDING. TAX ON INCOMES OVER $1 MILLION. INITIATIVE STATUTE.,833,1270705,NO PROP 63 COMMITTEE,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/bf1ee053-5959-4a7a-a231-59e60163d37e,1260927,155,PROP 63 - MENTAL HEALTH SERVICES EXPANSION AND FUNDING. TAX ON INCOMES OVER $1 MILLION. INITIATIVE STATUTE.,830,1260771,"NO ON PROP. 63, CITIZENS FOR A HEALTHY CALIFORNIA",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/bf1ee053-5959-4a7a-a231-59e60163d37e,1260927,155,PROP 63 - MENTAL HEALTH SERVICES EXPANSION AND FUNDING. TAX ON INCOMES OVER $1 MILLION. INITIATIVE STATUTE.,831,1267628,NO ON PROPOSITION 63; SPONSORED BY THE NATIONAL TAX LIMITATION COMMITTEE,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/bf1ee053-5959-4a7a-a231-59e60163d37e,1260927,155,PROP 63 - MENTAL HEALTH SERVICES EXPANSION AND FUNDING. TAX ON INCOMES OVER $1 MILLION. INITIATIVE STATUTE.,832,1254533,"CAMPAIGN FOR MENTAL HEALTH - YESON63.ORG - COMMUNITY MENTAL HEALTH PROVIDERS, FAMILIES, AND CONSUMERS, AND OTHER SUPPORTERS OF INCREASED MENTAL HEALTH SERVICES FUNDING",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/73e4c27c-daeb-4a18-9ead-0adf3e860516,1264264,156,PROP 64 - LIMITATIONS ON ENFORCEMENT OF UNFAIR BUSINESS COMPETITION LAWS. INITIATIVE STATUTE,834,1257254,"YES ON 64 -- CALIFORNIANS TO STOP SHAKEDOWN LAWSUITS, A COALITION OF TAXPAYERS, AUTOMOBILE DEALERS, BUSINESS GROUPS AND CIVIL JUSTICE REFORM SUPPORTERS",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/73e4c27c-daeb-4a18-9ead-0adf3e860516,1264264,156,PROP 64 - LIMITATIONS ON ENFORCEMENT OF UNFAIR BUSINESS COMPETITION LAWS. INITIATIVE STATUTE,835,1256259,CALIFORNIA MOTOR CAR DEALERS ASSOCIATION FUND TO STOP SHAKEDOWN LAWSUITS - YES ON 64,SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/73e4c27c-daeb-4a18-9ead-0adf3e860516,1264264,156,PROP 64 - LIMITATIONS ON ENFORCEMENT OF UNFAIR BUSINESS COMPETITION LAWS. INITIATIVE STATUTE,836,1270479,"PUBLIC HEALTH WARNING: NO ON 64, A COALITION OF ENVIRONMENTAL, PUBLIC HEALTH AND CONSUMER GROUPS, REGISTERED NURSES, AND ENVIRONMENTAL AND CONSUMER ATTORNEYS",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",837,1267337,YES ON 66,SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",838,1270005,POWERPAC.ORG FIX 3 STRIKES COMMITTEE (YES ON PROPOSITION 66),SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",839,1266307,CALIFORNIA ORGANIZATION OF POLICE & SHERIFFS (COPS) TO SAVE THREE STRIKES: NO ON 66,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",840,1220428,"CITIZENS AGAINST VIOLENT CRIME, YES ON 66, MAJOR FUNDING BY WATCHDOG OVER LEGISLATION FOUNDATION COMMITTEE AND BUSINESS OWNER JERRY KEENAN.",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",841,1253820,"CAMPAIGN FOR SENSIBLE SENTENCING, SPONSORED BY F.A.C.T.S., THE",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",842,1256139,WATCHDOG OVER LEGISLATION FOUNDATION,SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cc4717a1-27c5-45dd-840f-9067782c5834,1264261,158,"PROP 66 - LIMITATIONS ON ""THREE STRIKES"" LAW. SEX CRIMES. PUNISHMENT. INITIATIVE STATUTE.",843,1266690,"FIX THREE STRIKES - YES ON 66, A COALITION OF JUSTICE ADVOCATES, LABOR ORGANIZATIONS AND CHURCH LEADERS",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/af735604-66d5-42e4-9a84-90c1b369fae0,1263795,159,PROP 67 - EMERGENCY AND MEDICAL SERVICES. FUNDING. TELEPHONE SURCHAGE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,844,1256587,"COALITION TO PRESERVE EMERGENCY CARE - SPONSORED BY FIREFIGHTERS, PARAMEDICS, DOCTORS, NURSES AND HEALTHCARE PROVIDERS - YES ON 67",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/af735604-66d5-42e4-9a84-90c1b369fae0,1263795,159,PROP 67 - EMERGENCY AND MEDICAL SERVICES. FUNDING. TELEPHONE SURCHAGE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,845,1242018,"AMERICAN COLLEGE OF EMERGENCY PHYSICIANS STATE CHAPTER OF CALIFORNIA, INC. INITIATIVE FUND (AKA CAL/ACEP) - YES ON 67",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/af735604-66d5-42e4-9a84-90c1b369fae0,1263795,159,PROP 67 - EMERGENCY AND MEDICAL SERVICES. FUNDING. TELEPHONE SURCHAGE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,846,1258201,"STOP THE PHONE TAX - NO ON 67, A COALITION OF SENIORS, TAXPAYERS, CONSUMERS, SMALL BUSINESSES AND TELECOMMUNICATIONS PROVIDERS",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/5e3d1b81-0a72-45eb-b2c4-166b307618e4,1263263,160,"PROP 68 - TRIBAL GAMING COMPACT RENEGOTIATION. NON-TRIBAL COMMERCIAL GAMBLING EXPANSION. REVENUES, TAX EXEMPTIONS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",847,1262193,"FIRST CALIFORNIANS FOR SELF RELIANCE, NO ON 68, A COALITION OF THE MORONGO, PALA, RUMSEY, UNITED AUBURN AND VIEJAS GAMING TRIBES",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/5e3d1b81-0a72-45eb-b2c4-166b307618e4,1263263,160,"PROP 68 - TRIBAL GAMING COMPACT RENEGOTIATION. NON-TRIBAL COMMERCIAL GAMBLING EXPANSION. REVENUES, TAX EXEMPTIONS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",848,1269307,"UNITE HERE, AFL- CIO, NO ON PROPOSITIONS 68 AND 70 COMMITTEE",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/5e3d1b81-0a72-45eb-b2c4-166b307618e4,1263263,160,"PROP 68 - TRIBAL GAMING COMPACT RENEGOTIATION. NON-TRIBAL COMMERCIAL GAMBLING EXPANSION. REVENUES, TAX EXEMPTIONS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",849,1260733,"YES ON 68, A FAIR SHARE FOR CALIFORNIA, A COALITION OF LAW ENFORCEMENT, EDUCATORS AND LABOR, SUPPORTED BY HORSE RACING AND CARD CLUBS",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/5e3d1b81-0a72-45eb-b2c4-166b307618e4,1263263,160,"PROP 68 - TRIBAL GAMING COMPACT RENEGOTIATION. NON-TRIBAL COMMERCIAL GAMBLING EXPANSION. REVENUES, TAX EXEMPTIONS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",850,1261021,"CALIFORNIANS FOR INDIAN SELF-RELIANCE, SPONSORED BY CALIFORNIA INDIAN TRIBES (TRIBAL GAMING), NO ON PROP. 68",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/5e3d1b81-0a72-45eb-b2c4-166b307618e4,1263263,160,"PROP 68 - TRIBAL GAMING COMPACT RENEGOTIATION. NON-TRIBAL COMMERCIAL GAMBLING EXPANSION. REVENUES, TAX EXEMPTIONS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",851,1261851,"NO ON 68: CALIFORNIANS AGAINST THE DECEPTIVE GAMBLING PROPOSITION, A COALITION OF INDIAN GAMING TRIBES",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/5e3d1b81-0a72-45eb-b2c4-166b307618e4,1263263,160,"PROP 68 - TRIBAL GAMING COMPACT RENEGOTIATION. NON-TRIBAL COMMERCIAL GAMBLING EXPANSION. REVENUES, TAX EXEMPTIONS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",852,1266181,NO ON 68 & 70 - GOVERNOR SCHWARZENEGGER'S COMMITTEE FOR FAIR SHARE GAMING AGREEMENTS,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/0d3e9496-4278-48a0-a2b7-982e88c92940,1264308,161,PROP 69 - DNA SAMPLES. COLLECTION. DATABASE. FUNDING. INITIATIVE STATUTE.,853,1261543,CALIFORNIANS FOR THE DNA FINGERPRINT - YES ON 69,SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/41e33054-ac7e-477e-94e9-0a61c09f55d9,1264620,162,PROP 70 - TRIBAL GAMING COMPACTS. EXCLUSIVE GAMING RIGHTS. CONTRIBUTIONS TO STATE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,854,1266181,NO ON 68 & 70 - GOVERNOR SCHWARZENEGGER'S COMMITTEE FOR FAIR SHARE GAMING AGREEMENTS,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/41e33054-ac7e-477e-94e9-0a61c09f55d9,1264620,162,PROP 70 - TRIBAL GAMING COMPACTS. EXCLUSIVE GAMING RIGHTS. CONTRIBUTIONS TO STATE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,855,1269307,"UNITE HERE, AFL- CIO, NO ON PROPOSITIONS 68 AND 70 COMMITTEE",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/41e33054-ac7e-477e-94e9-0a61c09f55d9,1264620,162,PROP 70 - TRIBAL GAMING COMPACTS. EXCLUSIVE GAMING RIGHTS. CONTRIBUTIONS TO STATE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,856,1262916,"YES ON 70, MAJOR FUNDING BY AGUA CALIENTE BAND OF CAHUILLA INDIANS, SAN MANUEL BAND OF MISSION INDIANS AND OTHER INDIAN GAMING TRIBES",SUPPORT
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/41e33054-ac7e-477e-94e9-0a61c09f55d9,1264620,162,PROP 70 - TRIBAL GAMING COMPACTS. EXCLUSIVE GAMING RIGHTS. CONTRIBUTIONS TO STATE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,857,1270533,"STOP UNLIMITED CASINOS - NO ON 70, A COALITION OF BUSINESS LABOR AND GAMING",OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cfd09d0a-292d-41bf-aa1b-4fc95e82b055,1265692,163,PROP 71 - STEM CELL RESEARCH. FUNDING. BONDS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,858,1271457,PROGRESSIVE ALLIANCE AGAINST PROP. 71,OPPOSE
2004 GENERAL,2004-11-02 00:00:00+00:00,ocd-event/65ba4033-2bed-4802-98e7-1cf5a3bd2e5a,ocd-contest/cfd09d0a-292d-41bf-aa1b-4fc95e82b055,1265692,163,PROP 71 - STEM CELL RESEARCH. FUNDING. BONDS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,859,1271520,FOCUS ON THE FAMILY CALIFORNIA COMMITTEE AGAINST PROPOSITION 71,OPPOSE
