election_name,election_date,election_id,ocd_prop_id,calaccess_prop_id,ccdc_prop_id,prop_name,ccdc_committee_id,calaccess_committee_id,committee_name,committee_position
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/e2510ace-0c42-4e11-987d-67fe0f07cd0a,1302575,115,PROPOSITION 004 - WAITING PERIOD AND PARENTAL NOTIFICATION BEFORE TERMINATION OF MINOR'S PREGNANCY. INITIATIVE CONSTITUTIONAL AMENDMENT.,655,1298466,"FRIENDS OF SARAH, YES ON PROP 4, THE PARENTAL OR ALTERNATIVE FAMILY MEMBER NOTIFICATION LAW, MAJOR FUNDING BY DON SEBASTIANI & JIM HOLMAN & OTHERS TO REFORM CHILD PROTECTION LAWS IN CA",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/e2510ace-0c42-4e11-987d-67fe0f07cd0a,1302575,115,PROPOSITION 004 - WAITING PERIOD AND PARENTAL NOTIFICATION BEFORE TERMINATION OF MINOR'S PREGNANCY. INITIATIVE CONSTITUTIONAL AMENDMENT.,656,1311419,"VOTE NO ON PROPS. 4 & 8, SPONSORED BY FEMINIST MAJORITY FOUNDATION",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/e2510ace-0c42-4e11-987d-67fe0f07cd0a,1302575,115,PROPOSITION 004 - WAITING PERIOD AND PARENTAL NOTIFICATION BEFORE TERMINATION OF MINOR'S PREGNANCY. INITIATIVE CONSTITUTIONAL AMENDMENT.,657,1307489,"NO ON PROPOSITION 4 - CAMPAIGN FOR TEEN HEALTH AND SAFETY, A PROJECT OF AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/e2510ace-0c42-4e11-987d-67fe0f07cd0a,1302575,115,PROPOSITION 004 - WAITING PERIOD AND PARENTAL NOTIFICATION BEFORE TERMINATION OF MINOR'S PREGNANCY. INITIATIVE CONSTITUTIONAL AMENDMENT.,658,1313055,NO ON 4 SPONSORED BY ASIAN COMMUNITIES FOR REPRODUCTIVE JUSTICE,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/e2510ace-0c42-4e11-987d-67fe0f07cd0a,1302575,115,PROPOSITION 004 - WAITING PERIOD AND PARENTAL NOTIFICATION BEFORE TERMINATION OF MINOR'S PREGNANCY. INITIATIVE CONSTITUTIONAL AMENDMENT.,659,1312996,"CAMPAIGN AGAINST PROPOSITIONS 4, 6, 8, 9, & FOR PROPOSITION 5 CALIFORNIANS FOR JUSTICE EDUCATION FUND",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/e2510ace-0c42-4e11-987d-67fe0f07cd0a,1302575,115,PROPOSITION 004 - WAITING PERIOD AND PARENTAL NOTIFICATION BEFORE TERMINATION OF MINOR'S PREGNANCY. INITIATIVE CONSTITUTIONAL AMENDMENT.,660,1310995,CREDO VICTORY FUND TO DEFEAT PROP. 4,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/9b5390b7-d0d1-41e3-9c17-151a57942b24,1303172,116,"PROPOSITION 005 - NONVIOLENT DRUG OFFENSES. SENTENCING, PAROLE AND REHABILITATION. INITIATIVE STATUTE.",661,1302707,"NORA CAMPAIGN - YES ON 5, SPONSORED BY CAMPAIGN FOR NEW DRUG POLICIES AND DRUG POLICY ALLIANCE NETWORK",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/9b5390b7-d0d1-41e3-9c17-151a57942b24,1303172,116,"PROPOSITION 005 - NONVIOLENT DRUG OFFENSES. SENTENCING, PAROLE AND REHABILITATION. INITIATIVE STATUTE.",662,1308198,PEOPLE AGAINST THE PROPOSITION 5 DECEPTION,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/9b5390b7-d0d1-41e3-9c17-151a57942b24,1303172,116,"PROPOSITION 005 - NONVIOLENT DRUG OFFENSES. SENTENCING, PAROLE AND REHABILITATION. INITIATIVE STATUTE.",663,1312996,"CAMPAIGN AGAINST PROPOSITIONS 4, 6, 8, 9, & FOR PROPOSITION 5 CALIFORNIANS FOR JUSTICE EDUCATION FUND",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/8864f305-d92a-41a6-8adb-27f1a42fa855,1304171,117,PROPOSITION 006 - POLICE AND LAW ENFORCEMENT FUNDING. CRIMINAL PENALTIES AND LAWS. INITIATIVE STATUTE.,664,1309427,NO ON PROPOSITION 6 CALIFORNIANS FOR REAL CRIME PREVENTION,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/8864f305-d92a-41a6-8adb-27f1a42fa855,1304171,117,PROPOSITION 006 - POLICE AND LAW ENFORCEMENT FUNDING. CRIMINAL PENALTIES AND LAWS. INITIATIVE STATUTE.,665,1301754,"YES ON 6 COMMITTEE TO TAKE BACK OUR NEIGHBORHOODS, GENEROUSLY SUPPORTED BY DR. HENRY T. NICOLAUS, LARRY RASMUSSEN, SENATOR GEORGE RUNNER AND A COALITION OF LAW ENFORCEMENT PROFESSIONALS, CRIME VICTIMS",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/8864f305-d92a-41a6-8adb-27f1a42fa855,1304171,117,PROPOSITION 006 - POLICE AND LAW ENFORCEMENT FUNDING. CRIMINAL PENALTIES AND LAWS. INITIATIVE STATUTE.,666,1308244,"NO ON PROPS 6 & 9, A COMMITTEE FOR FISCAL RESPONSIBILITY WITH TEACHERS, FIREFIGHTERS, SERVICE EMPLOYEES AND CIVIL RIGHTS GROUPS",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/8864f305-d92a-41a6-8adb-27f1a42fa855,1304171,117,PROPOSITION 006 - POLICE AND LAW ENFORCEMENT FUNDING. CRIMINAL PENALTIES AND LAWS. INITIATIVE STATUTE.,667,1308619,SAFE NEIGHBORHOODS ACT: YES ON PROPOSITION 6 SUPPORTED BY LAW ENFORCEMENT AND CRIME VICTIM ORGANIZATIONS,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/8864f305-d92a-41a6-8adb-27f1a42fa855,1304171,117,PROPOSITION 006 - POLICE AND LAW ENFORCEMENT FUNDING. CRIMINAL PENALTIES AND LAWS. INITIATIVE STATUTE.,668,1312996,"CAMPAIGN AGAINST PROPOSITIONS 4, 6, 8, 9, & FOR PROPOSITION 5 CALIFORNIANS FOR JUSTICE EDUCATION FUND",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/2c380011-5ff7-457b-8124-3c7a93debb32,1303161,118,PROPOSITION 007 - RENEWABLE ENERGY GENERATION. INITIATIVE STATUTE.,669,1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/2c380011-5ff7-457b-8124-3c7a93debb32,1303161,118,PROPOSITION 007 - RENEWABLE ENERGY GENERATION. INITIATIVE STATUTE.,670,1302703,"YES ON PROPOSITION 7 - CALIFORNIANS FOR SOLAR AND CLEAN ENERGY - A COALITION OF CLIMATE SCIENTISTS, CONSUMER, ENVIRONMENTAL, AND COMMUNITY LEADERS",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,671,1259396,"NO ON 8, EQUALITY FOR ALL",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,672,1302592,"PROTECTMARRIAGE.COM - YES ON 8, A PROJECT OF CALIFORNIA RENEWAL",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,673,1303282,"NATIONAL ORGANIZATION FOR MARRIAGE CALIFORNIA - YES ON 8, SPONSORED BY NATIONAL ORGANIZATION FOR MARRIAGE",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,674,1307246,HUMAN RIGHTS CAMPAIGN CALIFORNIA MARRIAGE PAC - NO ON PROP 8,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,675,1308178,"NO ON PROPOSITION 8, CAMPAIGN FOR MARRIAGE EQUALITY, A PROJECT OF THE AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,676,1311419,"VOTE NO ON PROPS. 4 & 8, SPONSORED BY FEMINIST MAJORITY FOUNDATION",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,677,1312752,CONVENCION DE IGLESIAS BAUTISTAS HISPANAS,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,678,1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,679,1308367,CALIFORNIANS FOR TRADITIONAL MARRIAGE COMMITTEE FOR PROPOSITION 8,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,680,1313185,FAMILY RESEARCH COUNCIL,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,681,1307834,"GLBT ALLIANCE OF SANTA CRUZ COUNTY PAC, THE",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,682,1301054,"CALIFORNIANS FOR MARRIAGE, YES ON PROPOSITION 8, SPONSORED BY THE ALLIANCE FOR MARRIAGE FOUNDATION",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,683,1309109,SANTA CLARA COUNTY COMMITTEE AGAINST PROPOSITION 8,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,684,1312536,ADVENTISTS FOR PROPOSITION 8,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,685,1307950,TASK FORCE CALIFORNIA COMMITTEE - NO ON 8 - SPONSORED BY THE NATIONAL GAY AND LESBIAN TASK FORCE FOUNDATION/ACTION FUND,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,686,1308829,NO ON 8 - MARRIAGE EQUALITY USA,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,687,1309082,HIGH DESERT YES ON 8 A COMMITTEE FOR PROP 8,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,688,1309338,"YES ON PROPOSITION 8, SPONSORED BY CAPITOL RESOURCE FAMILY IMPACT",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,689,1312996,"CAMPAIGN AGAINST PROPOSITIONS 4, 6, 8, 9, & FOR PROPOSITION 5 CALIFORNIANS FOR JUSTICE EDUCATION FUND",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,690,1313175,"STAND FOR MARRIAGE CALIFORNIA, A COMMITTEE FOR PROPOSITION 8, SPONSORED BY STAND FOR MARRIAGE, INC.",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,691,1310774,WINE COUNTRY COMMITTEE AGAINST PROPOSITION 8,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,692,1301573,CALIFORNIA MARRIAGE EQUALITY PAC -  SPONSORED BY EQUALITY CALIFORNIA,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,693,1308436,"PROTECT MARRIAGE FOR ALL, SPONSORED BY WITH LIBERTY AND JUSTICE FOR ALL",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,694,1308401,"BIGOTS AGAINST LIFE, LIBERTY AND THE PURSUIT OF HAPPINESS",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,695,1308414,LOG CABIN REPUBLICANS AGAINST 8,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,696,1308206,"NO ON 8, NATIONAL CENTER FOR LESBIAN RIGHTS SOCIAL JUSTICE FUND",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/b33ae675-7667-455f-9843-4db8dc9bd169,1302602,119,PROPOSITION 008 - ELIMINATES RIGHT OF SAME-SEX COUPLES TO MARRY. INITIATIVE CONSTITUTIONAL AMENDMENT.,697,1312672,COUNCIL OF CHURCHES OF SANTA CLARA COUNTY COMMITTEE AGAINST PROPOSITION 8,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/095c2be1-6b47-4406-8195-42cf0e6afed2,1304168,120,PROPOSITION 009 - CRIMINAL JUSTICE SYSTEM. VICTIMS' RIGHTS. PAROLE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,698,1303492,"MARSY'S LAW:  JUSTICE FOR CRIME VICTIMS, YES ON PROP. 9",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/095c2be1-6b47-4406-8195-42cf0e6afed2,1304168,120,PROPOSITION 009 - CRIMINAL JUSTICE SYSTEM. VICTIMS' RIGHTS. PAROLE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,699,1308244,"NO ON PROPS 6 & 9, A COMMITTEE FOR FISCAL RESPONSIBILITY WITH TEACHERS, FIREFIGHTERS, SERVICE EMPLOYEES AND CIVIL RIGHTS GROUPS",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/095c2be1-6b47-4406-8195-42cf0e6afed2,1304168,120,PROPOSITION 009 - CRIMINAL JUSTICE SYSTEM. VICTIMS' RIGHTS. PAROLE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,700,1309869,YES ON PROP 9 - MARSY'S LAW: THE 2008 CRIME VICTIMS BILL OF RIGHTS ACT,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/095c2be1-6b47-4406-8195-42cf0e6afed2,1304168,120,PROPOSITION 009 - CRIMINAL JUSTICE SYSTEM. VICTIMS' RIGHTS. PAROLE. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,701,1312996,"CAMPAIGN AGAINST PROPOSITIONS 4, 6, 8, 9, & FOR PROPOSITION 5 CALIFORNIANS FOR JUSTICE EDUCATION FUND",OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/ada059f6-a649-4570-b1ae-1c26cf1647cc,1304276,121,PROPOSITION 010 - ALTERNATIVE FUEL VEHICLES AND RENEWABLE ENERGY. BONDS. INITIATIVE STATUTE.,702,1303380,"CALIFORNIANS FOR ENERGY INDEPENDENCE - YES ON PROP 10, A COALITION OF RENEWABLE ENERGY AND ALTERNATIVE FUEL COMPANIES",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/ada059f6-a649-4570-b1ae-1c26cf1647cc,1304276,121,PROPOSITION 010 - ALTERNATIVE FUEL VEHICLES AND RENEWABLE ENERGY. BONDS. INITIATIVE STATUTE.,703,1311406,NO ON PROPOSITION 10 CALIFORNIANS AGAINST THE $10 BILLION LEMON SPONSORED BY THE CONSUMER FEDERATION OF CALIFORNIA,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/df3c3926-d71d-45bf-b597-484f5298c5bf,1303165,122,PROPOSITION 011 - REDISTRICTING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,704,1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/df3c3926-d71d-45bf-b597-484f5298c5bf,1303165,122,PROPOSITION 011 - REDISTRICTING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,705,1308387,"YES ON 11 - HOLD POLITICIANS ACCOUNTABLE, A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS",SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/df3c3926-d71d-45bf-b597-484f5298c5bf,1303165,122,PROPOSITION 011 - REDISTRICTING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,706,1304914,COMMON CAUSE FOR FAIR REDISTRICTING/ YES ON PROP 11 FUND,SUPPORT
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/df3c3926-d71d-45bf-b597-484f5298c5bf,1303165,122,PROPOSITION 011 - REDISTRICTING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,707,1307984,CITIZENS FOR ACCOUNTABILITY - NO ON PROP 11,OPPOSE
2008 GENERAL,2008-11-04 00:00:00+00:00,ocd-event/cb17f257-78b1-447c-ab6e-62825b7435d3,ocd-contest/ac35bb4b-fdb7-4ecd-9ca1-2e12b68daa0e,1308397,123,PROPOSITION 012 - VETERANS' BOND ACT OF 2008.,708,1312556,CALIFORNIA VETERANS COALITION YES ON 12,SUPPORT
2009 SPECIAL ELECTION,2009-05-19 00:00:00+00:00,ocd-event/45c1816c-a98c-4b9c-aab6-b42a93611dbb,ocd-contest/74b02652-02c9-4650-8581-c682e184f4b6,1316044,59,"PROPOSITION 001A - STATE BUDGET. CHANGES CALIFORNIA BUDGET PROCESS. LIMITS STATE SPENDING. INCREASES ""RAINY DAY "" BUDGET STABILIZATION FUND.",323,1317838,"CALIFORNIANS AGAINST NEW TAXES, NO ON 1A COMMITTEE",OPPOSE
2009 SPECIAL ELECTION,2009-05-19 00:00:00+00:00,ocd-event/45c1816c-a98c-4b9c-aab6-b42a93611dbb,ocd-contest/74b02652-02c9-4650-8581-c682e184f4b6,1316044,59,"PROPOSITION 001A - STATE BUDGET. CHANGES CALIFORNIA BUDGET PROCESS. LIMITS STATE SPENDING. INCREASES ""RAINY DAY "" BUDGET STABILIZATION FUND.",324,1315905,"BUDGET REFORM NOW, A COALITION OF TAXPAYERS, BUSINESS, LABOR, EDUCATORS, PUBLIC SAFETY, SENIORS, GOVERNOR SCHWARZENEGGER'S CALIFORNIA DREAM TEAM, A BALLOT MEASURE COMM""...""",SUPPORT
2009 SPECIAL ELECTION,2009-05-19 00:00:00+00:00,ocd-event/45c1816c-a98c-4b9c-aab6-b42a93611dbb,ocd-contest/74b02652-02c9-4650-8581-c682e184f4b6,1316044,59,"PROPOSITION 001A - STATE BUDGET. CHANGES CALIFORNIA BUDGET PROCESS. LIMITS STATE SPENDING. INCREASES ""RAINY DAY "" BUDGET STABILIZATION FUND.",325,922117,"NO NEW TAXES, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",OPPOSE
